ITEM|SOURCE|SOURCE_ZIP|DEST|DEST_ZIP|TRANSLEADTIME|PRIORITY|U_Equipment_TYPE
04055RUPLUS|USE1|91761|4000168432|92374|1|1|VN
04055RUPLUS|USE1|91761|6100640569|91706|1|1|FB
04055RUPLUS|USE1|91761|6100612518|91706|1|1|FB
04055RUPLUS|USMX|97015|4000112526|97015|1|1|VN
04055RUPLUS|USNE|33811|4000124496|33815|1|1|VN
04055RUPLUS|USMX|97015|4000183371|97224|1|1|VN
04055RUPLUS|USHD|98499|4000201435|98001|1|1|VN
04055RUPLUS|USE1|91761|4000211883|92507|1|1|VN
04055RUPLUS|USE3|67501|4000198112|67114|1|1|VN
04055RUPLUS|USG8|45011|4000131684|45014|1|1|VN
04055RUPLUS|USXK|08007|6100748819|08232|1|1|VN
04055RUPLUS|USHD|98499|4000033240|97348|1|1|VN
04055RUPLUS|USE1|91761|4000230210|91761|1|1|VN
04055RUPLUS|USG8|45011|4000181891|45404|1|1|VN
04055RUPLUS|USFD|54115|6100361290|53014|1|1|VN
04055RUPLUS|USQG|27410|4000177594|27030|1|1|VN
04055RUPLUS|USE1|91761|6101072911|93615|1|1|FB
04055RUPLUS|USWP|87121|3000083003|87114|1|1|VN
04055RUPLUS|USXK|08007|4000025438|08110|1|1|VN
04055RUPLUS|USE1|91761|4000229040|91766|1|1|VN
04055RUPLUS|USWP|87121|4000105675|81122|1|1|VN
04055RUPLUS|USWP|87121|6100545379|87402|1|1|VN
04055RUPLUS|USXM|85353|4000070559|85322|1|1|VN
04055RUPLUS|USE1|91761|4000234762|92337|1|1|VN
04055RUPLUS|USG8|45011|4000240845|45242|1|1|VN
04055RUPLUS|USMX|97015|4000001184|99301|1|1|FB
04055RUPLUS|US1M|01887|6100609648|01104|1|1|VN
04055RUPLUS|UST1|32819|3000002063|32724|1|1|VN
04055RUPLUS|USIE|60446|4000064917|60446|1|1|VN
04055RUPLUS|UT40|24592|4000053959|24112|1|1|VN
04055RUPLUS|US24|31533|4000085792|28704|1440|1|VN
04055RUPLUS|USE1|91761|4000266835|92606|1|1|VN
04055RUPLUS|USFD|54115|4000265041|54129|1|1|VN
04055RUPLUS|US8Y|43207|3000084776|45865|1|1|VN
04055RUPLUS|USXK|08007|4000284644|19013|1|1|VN
04055RUPLUS|USMX|97015|4000274552|97007|1|1|VN
04055RUPLUS|USZX|91761|4000261747|91768|1|1|FB
04055RUPLUS|USE1|91761|4000178366|91761|1|1|VN
04055RUPLUS|USFD|54115|4000063888|54903|1|1|VN
04055RUPLUS|USMX|97015|6101067366|97080|1|1|FB
04055RUPLUS|USQ8|12188|4000217244|16421|1440|1|VN
04055RUPLUS|USQ8|12188|4000147090|14220|1440|1|VN
04055RUPLUS|USMX|97015|6100376033|98953|1|1|VN
04055RUPLUS|USE3|67501|4000119510|67213|1|1|VN
04055RUPLUS|USE1|91761|4000088844|92704|1|1|VN
04055RUPLUS|USHD|98499|6100539518|98273|1|1|FB
04055RUPLUS|UST1|32819|4000115247|32920|1|1|FB
04055RUPLUS|USE1|91761|6100544209|93549|1|1|FB
04055RUPLUS|USMX|97015|4000142661|97321|1|1|VN
04055RUPLUS|USMX|97015|4000119296|97203|1|1|VN
04055RUPLUS|USA3|50265|4000095367|50588|1|1|VN
04055RUPLUS|USHD|98499|6100359276|98273|1|1|VN
04055RUPLUS|USHD|98499|6100255128|98119|1|1|FB
04055RUPLUS|USFD|54115|4000199931|54311|1|1|VN
04055RUPLUS|USE1|91761|4000203198|90620|1|1|FB
04055RUPLUS|USE1|91761|4000175021|92324|1|1|VN
04055RUPLUS|USE1|91761|3000078136|92614|1|1|VN
04055RUPLUS|USMX|97015|6100310988|99301|1|1|FB
04055RUPLUS|USE1|91761|4000223554|92408|1|1|VN
04055RUPLUS PS|USA3|50265|4000216181|54476|1|1|VN
04055RUPLUS|USXK|08007|4000043224|19720|1|1|VN
04055RUPLUS|USXK|08007|4000063124|08085|1|1|VN
04055RUPLUS|USXK|08007|4000184627|08031|1|1|VN
04055RUPLUS|USXK|08007|4000204028|08344|1|1|VN
04055RUPLUS|USXK|08007|4000222000|19406|1|1|VN
04055RUPLUS|USE1|91761|4000225497|92337|1|1|VN
04055RUPLUS|USJP|18706|6100638769|18504|1|1|VN
04055RUPLUS|USWP|87121|4000133707|88007|1|1|VN
04055RUPLUS|USWP|87121|4000181059|81125|1|1|VN
04055RUPLUS|USWP|87121|4000213412|81301|1|1|VN
04055RUPLUS|USWP|87121|6101077159|81144|1|1|VN
04055RUPLUS|US1M|01887|4000185642|02150|1|1|VN
04055RUPLUS|USQ8|12188|4000216009|48005|2880|1|VN
04055RUPLUS|USG8|45011|6100114129|40010|1|1|VN
04055RUPLUS|UT73|13057|4000120278|14590|1|1|VN
04055RUPLUS|USG8|45011|4000186788|40258|1|1|VN
04055RUPREMIUM|UT73|13057|4000223850|13815|1|1|VN
04055RUPLUS|USE1|91761|4000252734|92335|1|1|VN
04055RUPLUS|USG8|45011|4000172190|46534|1|1|FB
04055RUPLUS|UT85|60406|4000210318|47946|1|1|VN
04055RUPLUS|USHD|98499|4000246526|98032|1|1|VN
04055RUNEW|UT23|38672|6100170843|93249|5760|1|FB
04055RUPLUS|USMX|97015|6100270218|98951|1|1|FB
04055RUPLUS|USE1|91761|6100293630|92504|1|1|VN
04055RUPLUS|USHD|98499|6100419078|98273|1|1|VN
04055RUPLUS|USE1|91761|5000384457|91761|1|1|FB
04055RUPLUS|USFD|54115|6100562411|54479|1|1|VN
04055RUPLUS PS|USA3|50265|6101007975|68731|1|1|VN
04055RUPLUS|USE1|91761|4000056421|91761|1|1|FB
04055RUPLUS|USXK|08007|4000059377|18974|1|1|FB
04055RUPLUS|UST1|32819|6101070888|33982|1|1|FB
04055RUPLUS|USWP|87121|6101077168|81125|1|1|VN
04055RUPLUS|USYD|95330|4000022631|95206|1|1|FB
04055RUPLUS|USFD|54115|4000033288|49880|1|1|VN
04055RUPLUS|USWP|87121|4000045779|88030|1|1|VN
04055RUPLUS|USXK|08007|4000073644|19952|1|1|VN
04055RUPLUS|US1M|01887|4000086368|01801|1|1|VN
04055RUPLUS|USJP|18706|6100458490|18603|1|1|VN
04055RUPLUS|USE1|91761|6100470010|92504|1|1|VN
04055RUPLUS|USWP|87121|6100134492|79120|1440|1|VN
04055RUPLUS|USIE|60446|4000094957|60484|1|1|VN
04055RUPLUS|USXK|08007|6100329380|08232|1|1|VN
04055RUPLUS|USE1|91761|6100424801|92618|1|1|VN
04055RUPLUS|USE1|91761|4000094730|91730|1|1|VN
04055RUPLUS|USXK|08007|4000095258|19007|1|1|VN
04055RUPLUS|USHD|98499|4000096872|98424|1|1|VN
04055RUPLUS|USE1|91761|6100289805|91789|1|1|VN
04055RUPLUS|USE1|91761|4000106816|91761|1|1|VN
04055RUPLUS|USE1|91761|4000109231|91752|1|1|VN
04055RUPLUS|UST1|32819|4000110400|36343|1440|1|FB
04055RUPLUS|USFD|54115|4000116589|54421|1|1|VN
04055RUPLUS|USE1|91761|4000097190|92324|1|1|VN
04055RUPLUS|US1M|01887|4000112279|01434|1|1|VN
04055RUPLUS|USXK|08007|4000116318|19348|1|1|VN
04055RUPLUS|USIE|60446|4000117113|60466|1|1|VN
04055RUPLUS|US1M|01887|4000142651|01453|1|1|VN
04055RUPLUS|USA3|50265|4000141520|50010|1|1|VN
04055RUPLUS|USE1|91761|5000754738|91752|1|1|VN
04055RUPLUS|USXK|08007|6100705204|19124|1|1|VN
04055RUPLUS|USG8|45011|4000152497|45241|1|1|VN
04055RUPLUS|USG8|45011|4000160749|41042|1|1|FB
04055RUPLUS|USE1|91761|4000160239|91752|1|1|VN
04055RUPLUS|USE1|91761|4000167432|92335|1|1|VN
04055RUPLUS|USNE|33811|4000170477|33982|1|1|FB
04055RUPLUS|UT73|13057|4000170880|14536|1|1|VN
04055RUPLUS|USMX|97015|4000174004|98617|1|1|FB
04055RUPLUS|USE1|91761|4000176643|92407|1|1|FB
04055RUPLUS|USXK|08007|4000182820|08110|1|1|VN
04055RUPLUS|UT73|13057|4000188780|13045|1|1|VN
04055RUPLUS|USMX|97015|4000191517|97031|1|1|VN
04055RUPLUS|USMX|97015|4000198125|98499|1|1|VN
04055RUPLUS|USHD|98499|4000200043|98030|1|1|VN
04055RUPLUS|USE1|91761|4000203875|92345|1|1|VN
04055RUPLUS|USXK|08007|4000201412|19148|1|1|VN
04055RUPLUS|USJP|18706|4000201685|14892|1|1|VN
04055RUPLUS|USHD|98499|4000201858|98134|1|1|VN
04055RUPLUS|USE1|91761|4000205799|91764|1|1|VN
04055RUPLUS|USE1|91761|4000207038|92780|1|1|VN
04055RUPLUS|USE1|91761|4000213224|91761|1|1|VN
04055RUPLUS|USMX|97015|4000213261|97222|1|1|VN
04055RUPLUS|USIH|46952|4000213334|46914|1|1|VN
04055RUPLUS|USIE|60446|4000214539|61602|1|1|VN
04055RUPLUS|USHD|98499|4000220042|98421|1|1|VN
04055RUPLUS|USE1|91761|4000223288|91761|1|1|VN
04055RUPLUS|USHD|98499|4000226108|98390|1|1|VN
04055RUPLUS|USG8|45011|4000225625|45011|1|1|VN
04055RUPLUS|USXT|32448|4000226546|35481|1440|1|FB
04055RUPLUS|USFD|54115|4000231684|54942|1|1|VN
04055RUPLUS|USE1|91761|4000232645|92374|1|1|VN
04055RUPLUS|USIH|46952|4000230856|46933|1|1|VN
04055RUPLUS|USXK|08007|4000231610|08215|1|1|VN
04055RUPLUS|USE1|91761|4000231218|91730|1|1|VN
04055RUPLUS|USA3|50265|4000234160|50533|1|1|VN
04055RUPLUS|USHD|98499|4000235410|98273|1|1|VN
04055RUPLUS|USE1|91761|4000262475|92831|1|1|FB
04055RUPLUS|USMX|97015|4000266897|97137|1|1|FB
04055RUPLUS|USFD|54115|4000255543|54153|1|1|VN
04055RUPLUS|USXK|08007|4000258444|14048|1|1|VN
04055RUPLUS|USHD|98499|4000257652|98499|1|1|VN
04055RUPLUS|US8Y|43207|4000308313|45204|1|1|VN
04055RUPLUS|USMX|97015|4000293386|97230|1|1|VN
04055RUPLUS|USE1|91761|4000092608|91710|1|1|VN
04055RUPLUS|USE1|91761|6100746697|91761|1|1|FB
04055RUPLUS|USQ8|12188|3000009057|12534|1|1|VN
04055RUPLUS|USE1|91761|4000165806|91761|1|1|FB
04055RUPLUS|USMX|97015|4000153529|97838|1|1|VN
04055RUPLUS|USE3|67501|4000112005|67505|1|1|VN
04055RUPLUS|USHD|98499|6100178747|98902|1|1|VN
04055RUPLUS|USHD|98499|6101039708|98032|1|1|VN
04055RUPLUS|USE1|91761|4000191623|93280|1|1|VN
04055RUPLUS|USMX|97015|4000165300|97140|1|1|VN
04055RUPLUS|USFD|54115|4000072943|54303|1|1|VN
04055RUPLUS|US8Y|43207|6101012610|43207|1|1|VN
04055RUPLUS|USE1|91761|4000163810|92227|1|1|FB
04055RUPLUS|USE1|91761|4000200264|91744|1|1|VN
04055RUPLUS|USJP|18706|6101061914|18504|1|1|VN
04055RUPLUS|USA3|50265|4000183837|50501|1|1|VN
04055RUPLUS|USE1|91761|4000105240|92376|1|1|VN
04055RUPLUS|USQ8|12188|6101063538|12085|1|1|VN
04055RUPLUS|USXK|08007|6100736831|08110|1|1|VN
04055RUPLUS|USXK|08007|4000075938|19311|1|1|VN
04055RUPLUS|USE1|91761|4000230211|91761|1|1|VN
04055RUPLUS|USJP|18706|4000105583|18505|1|1|VN
04055RUPLUS|USXI|70401|4000171402|70507|1|1|VN
04055RUPLUS|USXI|70401|6100496109|70123|1|1|VN
04055RUPLUS|USXK|08007|6101074731|19899|1|1|VN
04055RUPLUS|USHD|98499|4000202826|98031|1|1|VN
04055RUPLUS|USE3|67501|4000233593|65203|1440|1|VN
04055RUPLUS|US1M|01887|4000112267|01810|1|1|VN
04055RUPLUS|US1M|01887|4000148623|01432|1|1|VN
04055RUPLUS|USXK|08007|6100579001|43832|1440|1|VN
04055RUPLUS|US1M|01887|4000203238|02150|1|1|VN
04055RUPLUS|USIE|60446|4000229229|60477|1|1|VN
04055RUPLUS|USXK|08007|4000254077|19956|1|1|VN
04055RUPLUS|USQ8|12188|4000291614|12306|1|1|VN
04055RUPLUS|USJP|18706|6100134580|18707|1|1|VN
04055RUPLUS|USHD|98499|4000282513|98233|1|1|VN
04055RUPLUS|USG8|45011|4000183700|45069|1|1|VN
04055RUPLUS|USE1|91761|4000257790|91702|1|1|VN
04055RUPLUS|US8Y|43207|4000167551|43204|1|1|VN
04055RUPLUS|USMX|97015|6100145943|97031|1|1|VN
04055RUPLUS|USE1|91761|4000085430|91708|1|1|VN
04055RUPLUS|USFD|54115|4000144694|54409|1|1|VN
04055RUPLUS|USMX|97015|6101020576|97006|1|1|FB
04055RUPLUS|USHD|98499|6100688633|98848|1|1|FB
04055RUPLUS|USE1|91761|4000133743|91761|1|1|VN
04055RUPLUS|USMX|97015|4000106603|97222|1|1|VN
04055RUPLUS|USHD|98499|4000166590|98032|1|1|VN
04055RUPLUS|USFD|54115|4000160981|54409|1|1|VN
04055RUPLUS|USFD|54115|4000075974|54403|1|1|VN
04055RUPLUS|USG8|45011|4000139427|45246|1|1|VN
04055RUPLUS|USHD|98499|4000036812|98001|1|1|VN
04055RUPLUS|USE1|91761|6101018179|91710|1|1|FB
04055RUPLUS|USFD|54115|6100101749|54311|1|1|VN
04055RUPLUS|USE1|91761|4000098697|92337|1|1|VN
04055RUPLUS|USE1|91761|4000204349|92880|1|1|VN
04055RUPLUS|USMX|97015|6131306426|97045|1|1|VN
04055RUPLUS|USXK|08007|6101037853|08110|1|1|VN
04055RUPLUS|US8Y|43207|4000192305|43125|1|1|VN
04055RUPLUS|USXK|08007|4000169740|08085|1|1|VN
04055RUPLUS|USE1|91761|4000227640|92887|1|1|VN
04055RUPLUS|USJP|18706|4000105923|17701|1|1|VN
04055RUPLUS PS|USST|30315|6100102551|31705|1|1|VN
04055RUPLUS|USVM|55413|6100561868|55009|1|1|VN
04055RUPLUS|USHD|98499|4000064586|98930|1|1|VN
04055RUPLUS|USHD|98499|4000237532|98273|1|1|VN
04055RUPLUS|USQ8|12188|4000123456|13421|1|1|VN
04055RUPLUS|USE1|91761|4000235510|92408|1|1|VN
04055RUPLUS|USXK|08007|4000201927|43832|1440|1|VN
04055RUPLUS|US1M|01887|4000125485|01843|1|1|VN
04055RUPLUS|USZR|29842|6100217624|29842|1|1|VN
04055RUPLUS|US1M|01887|4000249847|01453|1|1|VN
04055RUPLUS|USIE|60446|4000063158|60423|1|1|VN
04055RUPLUS|US8Y|43207|4000130541|45315|1|1|VN
04055RUPLUS|USE1|91761|4000301969|91761|1|1|VN
04055RUPLUS|UT53|10918|4000161312|45806|2880|1|VN
04055RUPLUS|UST1|32819|4000077697|33844|1|1|FB
04055RUPLUS|USHD|98499|4000167520|98073|1|1|VN
04055RUPLUS|USHD|98499|4000217256|98424|1|1|VN
04055RUPLUS|USFD|54115|4000147329|54115|1|1|VN
04055RUPLUS|USE1|91761|4000166602|91730|1|1|VN
04055RUPLUS|USE1|91761|6100273091|92376|1|1|FB
04055RUPLUS|USMX|97015|3000142298|97203|1|1|VN
04055RUPLUS|USE1|91761|6100349135|91761|1|1|VN
04055RUPLUS|USE1|91761|4000177150|92404|1|1|VN
04055RUPLUS|USNE|33811|4000174472|33815|1|1|VN
04055RUPLUS|USE1|91761|4000139295|91708|1|1|VN
04055RUPLUS|USHD|98499|4000100815|98908|1|1|VN
04055RUPLUS|USHD|98499|4000201431|98390|1|1|VN
04055RUPLUS|USE1|91761|4000148115|93203|1|1|FB
04055RUPLUS|USNE|33811|3000000335|33598|1|1|FB
04055RUPLUS|USHD|98499|4000208389|98032|1|1|VN
04055RUPLUS PS|USA3|50265|4000100873|68701|1|1|VN
04055RUPLUS|USA3|50265|4000218119|50595|1|1|VN
04055RUPLUS|US8Y|43207|6100227640|45872|1|1|VN
04055RUPLUS|USXK|08007|6131284360|19154|1|1|VN
04055RUPLUS|USXK|08007|6100329433|08077|1|1|VN
04055RUPLUS|USXK|08007|6100715729|19140|1|1|VN
04055RUPLUS|USXK|08007|4000088642|08085|1|1|VN
04055RUPLUS|USXK|08007|4000180891|08016|1|1|VN
04055RUPLUS|USE1|91761|4000192453|91763|1|1|VN
04055RUPLUS|USXI|70401|4000202039|70125|1|1|VN
04055RUPLUS|USXI|70401|4000214800|70560|1|1|VN
04055RUPLUS|USXK|08007|6100410898|19145|1|1|VN
04055RUPLUS|UST1|32819|4000212942|32195|1|1|FB
04055RUPLUS|USE1|91761|4000202933|91748|1|1|VN
04055RUPLUS|USQ8|12188|4000193155|14227|1440|1|VN
04055RUPLUS|USQ8|12188|4000239189|05452|1|1|VN
04055RUPLUS|USHD|98499|4000236966|98005|1|1|VN
04055RUPLUS|USE1|91761|4000235415|91752|1|1|VN
04055RUPLUS|UST1|32819|4000190420|34240|1|1|VN
04055RUPLUS|USMX|97015|6100445361|98812|1440|1|VN
04055RUPLUS|USXM|85353|4000076317|85139|1|1|VN
04055RUPLUS|USIE|60446|4000153538|60446|1|1|VN
04055RUPLUS|USG8|45011|4000262094|45014|1|1|VN
04055RUPLUS|USIE|60446|4000225123|60446|1|1|VN
04055RUPLUS|USMX|97015|6100223430|99301|1|1|FB
04055RUPLUS|UST1|32819|4000217522|32669|1|1|VN
04055RUPLUS|UT73|13057|6100370262|14807|1|1|VN
04055RUPLUS|USE1|91761|4000264689|91730|1|1|VN
04055RUPLUS|USXK|08007|4000252557|08031|1|1|VN
04055RUPLUS|UT85|60406|4000247301|46342|1|1|VN
04055RUPLUS|USQ8|12188|4000117225|12586|1|1|VN
04055RUPLUS|USQ8|12188|4000153607|49087|4320|1|VN
04055RUPLUS|USE1|91761|6100615169|91730|1|1|FB
04055RUPLUS|UST1|32819|4000067786|34736|1440|1|FB
04055RUPLUS|USE1|91761|6101048119|91702|1|1|FB
04055RUPLUS|USFD|54115|4000050875|54304|1|1|VN
04055RUPLUS|USMX|97015|6100149985|97044|1|1|FB
04055RUPLUS|USMX|97015|6100420949|98951|1|1|VN
04055RUPLUS|USQ8|12188|4000017525|05676|1|1|VN
04055RUPLUS|USFD|54115|6100153292|54115|1|1|VN
04055RUPLUS|USHD|98499|6100253175|98902|1|1|VN
04055RUPLUS|USMX|97015|4000189009|97220|1|1|VN
04055RUPLUS|USHD|98499|4000201252|98391|1|1|VN
04055RUPLUS|USQ8|12188|4000062502|14224|1440|1|VN
04055RUPLUS|USQ8|12188|4000178732|14206|1440|1|VN
04055RUPLUS|US4J|95376|4000201220|95206|1|1|VN
04055RUPLUS|USQ8|12188|4000212182|12414|1|1|VN
04055RUPLUS|USE1|91761|4000217374|92509|1|1|VN
04055RUPLUS|USE1|91761|4000201718|92610|1|1|VN
04055RUPLUS|USE1|91761|4000199538|91761|1|1|VN
04055RUPLUS|USQ8|12188|4000219522|13820|1|1|VN
04055RUPLUS|USXK|08007|4000201905|19148|1|1|VN
04055RUPLUS|USXK|08007|4000221942|08037|1|1|VN
04055RUPLUS|USXK|08007|6100158117|18915|1|1|VN
04055RUPLUS|UST1|32819|4000201449|32757|1|1|VN
04055RUPLUS|USXK|08007|4000085060|19020|1|1|VN
04055RUPLUS|US8Y|43207|4000223621|43358|1|1|VN
04055RUPLUS|USXK|08007|4000201407|19720|1|1|VN
04055RUPLUS|USG8|45011|4000201338|41048|1|1|VN
04055RUPLUS|USQ8|12188|4000237100|14224|1440|1|VN
04055RUPLUS|USZP|31535|4000143885|31535|1|1|VN
04055RUPLUS|USMX|97015|6100221842|98953|1|1|VN
04055RUPLUS|USE1|91761|4000246055|91761|1|1|VN
04055RUPLUS|USXK|08007|4000240304|08344|1|1|VN
04055RUPLUS|USMX|97015|4000267411|97203|1|1|VN
04055RUPLUS|UT73|13057|4000251356|13754|1|1|VN
04055RUPLUS|USE1|91761|4000284872|91708|1|1|VN
04055RUPLUS|USIE|60446|4000270936|60433|1|1|VN
04055RUPLUS|USA3|50265|4000293411|50208|1|1|VN
04055RUPLUS|UST1|32819|4000291283|32804|1|1|FB
04055RUPLUS|US8Y|43207|4000257463|45103|1|1|VN
04055RUPLUS|USQ8|12188|6100377559|13904|1|1|VN
04055RUPLUS|USE1|91761|4000167155|91730|1|1|VN
04055RUPLUS|USMX|97015|6100125714|97220|1|1|VN
04055RUPLUS|USFD|54115|6100265037|54915|1|1|VN
04055RUPLUS|USHD|98499|4000139249|98072|1|1|VN
04055RUPLUS|USE1|91761|4000151085|91761|1|1|FB
04055RUPLUS|USHD|98499|4000179200|98390|1|1|VN
04055RUPLUS|USG8|45011|4000133051|45050|1|1|VN
04055RUPLUS|USE1|91761|4000057380|92881|1|1|FB
04055RUPLUS|USA3|50265|3000137982|50864|1|1|VN
04055RUPLUS|USMX|97015|4000244653|97080|1|1|VN
04055RUPLUS|USMX|97015|4000198368|97203|1|1|VN
04055RUPLUS|USHD|98499|4000200588|98188|1|1|VN
04055RUPLUS|USFD|54115|6130503429|54139|1|1|VN
04055RUPLUS|USE1|91761|4000183358|92504|1|1|VN
04055RUPLUS|USE1|91761|4000217443|91750|1|1|VN
04055RUPLUS|USMX|97015|4000200135|97301|1|1|FB
04055RUPLUS|USXK|08007|6130055591|19148|1|1|VN
04055RUPLUS|USXK|08007|4000082369|08037|1|1|VN
04055RUPLUS|USXK|08007|4000177481|19456|1|1|VN
04055RUPLUS|USXK|08007|4000190027|19720|1|1|VN
04055RUPLUS|USJP|18706|4000124785|13903|1|1|VN
04055RUPLUS|USIJ|84790|6100375622|89014|1|1|VN
04055RUPLUS|USHD|98499|4000225363|98124|1|1|VN
04055RUPLUS|USJP|18706|4000122524|18504|1|1|VN
04055RUPLUS|USJP|18706|6101066731|18504|1|1|VN
04055RUPLUS|USXI|70401|4000127733|70123|1|1|VN
04055RUPLUS|USXI|70401|4000189013|39503|1|1|VN
04055RUPLUS PS|USST|30315|6101018357|35951|1|1|FB
04055RUPLUS|USWP|87121|4000124938|79119|1440|1|VN
04055RUPLUS|US8Y|43207|4000233726|43125|1|1|VN
04055RUPLUS|US1M|01887|6100547288|01475|1|1|VN
04055RUPLUS|US1M|01887|6100620689|01844|1|1|VN
04055RUPLUS|USXK|08007|4000255850|08097|1|1|VN
04055RUPLUS|US8Y|43207|6100178998|44720|1|1|VN
04055RUPLUS|UT53|10918|6100110506|17847|1|1|VN
04055RUPLUS|UT73|13057|6100559666|13208|1|1|VN
04055RUPLUS|USA3|50265|4000276263|50021|1|1|VN
04055RUPLUS|USXK|08007|4000272722|19007|1|1|VN
04055RUPLUS|USE1|91761|4000299562|92373|1|1|FB
04055RUPLUS|USYM|40351|6101020601|42501|1|1|VN
04055RUPLUS|USE1|91761|4000099662|92408|1|1|VN
04055RUPLUS|USE1|91761|4000087869|92337|1|1|FB
04055RUPLUS|USE1|91761|6100602173|91752|1|1|VN
04055RUPLUS|USE1|91761|4000215541|91761|1|1|VN
04055RUPLUS|UST1|32819|4000147035|32808|1|1|VN
04055RUPLUS|USE3|67501|6100668968|67505|1|1|VN
04055RUPLUS|USE1|91761|4000142777|92395|1|1|VN
04055RUPLUS|USE1|91761|4000141534|91789|1|1|FB
04055RUPLUS|USMX|97015|4000058341|83661|1440|1|VN
04055RUPLUS|USMX|97015|4000147032|97303|1|1|VN
04055RUPLUS|US8Y|43207|4000130399|43015|1|1|VN
04055RUPLUS|USHD|98499|4000215820|98424|1|1|VN
04055RUPLUS|USG8|45011|4000191492|45069|1|1|VN
04055RUPLUS|USQ8|12188|4000190828|12754|1|1|VN
04055RUPLUS|USE1|91761|4000176675|91789|1|1|VN
04055RUPLUS|USE1|91761|4000223514|91752|1|1|VN
04055RUPLUS|USE1|91761|6100117135|91761|1|1|VN
04055RUPLUS|USXK|08007|6100413118|19129|1|1|VN
04055RUPLUS|USXK|08007|6100439877|19063|1|1|VN
04055RUPLUS|USXK|08007|4000146028|19154|1|1|VN
04055RUPLUS|USXK|08007|4000157822|08096|1|1|VN
04055RUPLUS|USXK|08007|4000179450|19013|1|1|VN
04055RUPLUS|USE1|91761|4000211618|91752|1|1|VN
04055RUPLUS|USXK|08007|4000209256|08361|1|1|VN
04055RUPLUS|USA3|50265|4000206161|52601|1|1|VN
04055RUPLUS|USHD|98499|4000225851|98119|1|1|VN
04055RUPLUS|USJP|18706|4000185935|18505|1|1|VN
04055RUPLUS|USWP|87121|4000086728|87002|1|1|VN
04055RUPLUS PS|USST|30315|6100159278|28610|1440|1|VN
04055RUPLUS|USE1|91761|4000234228|91789|1|1|VN
04055RUPLUS|USG8|45011|4000240471|41048|1|1|VN
04055RUPLUS|USXK|08007|4000105213|15697|1440|1|VN
04055RUPLUS|USIE|60446|4000055872|47977|1|1|VN
04055RUPLUS|USE1|91761|4000243703|92227|1|1|FB
04055RUPLUS|US24|31533|4000075018|30458|1|1|VN
04055RUPLUS|USHD|98499|4000281005|98001|1|1|VN
04055RUPLUS|USHD|98499|4000287418|98390|1|1|VN
04055RUPLUS|USMX|97015|6100137122|97402|1|1|VN
04055RUPLUS|USMX|97015|6100253567|98666|1|1|VN
04055RUPLUS|USHD|98499|6100316900|98902|1|1|FB
04055RUPLUS|USFD|54115|6100336381|54311|1|1|VN
04055RUPLUS|USG8|45011|6100539661|47374|1|1|VN
04055RUPLUS|USJP|18706|6100635977|18504|1|1|VN
04055RUPLUS|UST1|32819|6100723480|32808|1|1|VN
04055RUPLUS|USE1|91761|6100775290|92337|1|1|VN
04055RUNEW|UT23|38672|6101004709|46241|1440|1|VN
04055RUPLUS|USE1|91761|6101061282|92376|1|1|FB
04055RUPLUS PS|USST|30315|6130497007|28697|1440|1|VN
04055RUPLUS|USXK|08007|4000000469|19057|1|1|VN
04055RUPLUS|USWP|87121|4000063916|81125|1|1|VN
04055RUPLUS|USVM|55413|6100449312|55113|1|1|VN
04055RUPLUS|USFD|54115|4000073932|54154|1|1|VN
04055RUPLUS|USA3|50265|6100182830|50638|1|1|VN
04055RUPLUS|US8Y|43207|4000086371|45362|1|1|VN
04055RUPLUS|USXK|08007|6100575988|19713|1|1|VN
04055RUPLUS|USWP|87121|6100470065|81301|1|1|VN
04055RUPLUS|USXK|08007|6100115609|19030|1|1|VN
04055RUPLUS|USWP|87121|6100329889|79103|1440|1|VN
04055RUPLUS|USE1|91761|6100102506|92408|1|1|FB
04055RUPLUS|US8Y|43207|4000095919|43302|1|1|VN
04055RUPLUS|USG8|45011|4000095275|47356|1|1|VN
04055RUPLUS|USWP|87121|4000096245|87101|1|1|VN
04055RUPLUS|USXK|08007|6100792869|19124|1|1|VN
04055RUPLUS|USE3|67501|4000057056|65236|1440|1|VN
04055RUPLUS|USYD|95330|4000125004|95376|1|1|VN
04055RUPLUS|USE1|91761|4000129324|92337|1|1|VN
04055RUPLUS|USE1|91761|4000123786|91789|1|1|VN
04055RUPLUS|USXK|08007|4000114974|08360|1|1|VN
04055RUPLUS|USE1|91761|4000123242|91730|1|1|VN
04055RUCUST|US8Y|43207|4000142938|45801|1|1|VN
04055RUPLUS|USHD|98499|4000139432|98801|1|1|VN
04055RUPLUS|USE1|91761|4000139377|91761|1|1|VN
04055RUPLUS|USE1|91761|4000152567|93030|1|1|FB
04055RUPLUS|USXK|08007|4000156229|19148|1|1|VN
04055RUPLUS|USE1|91761|4000152982|92408|1|1|VN
04055RUPLUS|USWP|87121|4000154560|87937|1|1|VN
04055RUPLUS|USE1|91761|4000162153|91761|1|1|VN
04055RUPLUS|USMX|97015|4000158913|99350|1|1|FB
04055RUPLUS|USE1|91761|4000167831|91789|1|1|VN
04055RUPLUS|USE1|91761|4000166211|92335|1|1|VN
04055RUPLUS|USXK|08007|4000173223|08037|1|1|VN
04055RUPLUS|USIE|60446|4000169872|60950|1|1|VN
04055RUPLUS|USXK|08007|4000173648|08037|1|1|VN
